inverse_temperature_1_true;reward_learning_rate_1_true;eligibility_trace_decay_true;mixing_weight_working_memory_true;choice_stickiness_true;reward_learning_rate_2_true;inverse_temperature_2_true;response_stickiness_true;inverse_temperature_1_estimated;reward_learning_rate_1_estimated;eligibility_trace_decay_estimated;mixing_weight_working_memory_estimated;choice_stickiness_estimated;reward_learning_rate_2_estimated;inverse_temperature_2_estimated;response_stickiness_estimated
3.06085087808809;0.169069754345636;0.43605901937117;0.769262472523123;-0.204674695597124;0.14916295713949;0.112391622720809;-0.0797755077354423;1.161612432338;0.608754849915206;0.15737259537104;0.430234884072679;-0.286279681516309;0.340170936116531;0.1430777569286;0.0149190930493036
4.96259759331528;0.598444178153807;0.305509598422579;0.853570867610605;0.246339723765343;0.294623247474843;4.2033890358736;-0.235223581944077;3.05043543258243;0.841207186888162;0.47783605377284;0.820357864590992;0.506646415449557;0.518139925349818;2.86752046349272;-0.345826091913875
4.05125071013512;0.984160571441656;0.635758178014445;0.805675639520056;0.223639334594959;0.233757522613554;1.64344496515438;-0.05084098983456;4.67326236147422;0.823732492117164;0.211404689536356;0.046776123403643;0.100779674419226;0.0852687017851708;4.4874895170837;-0.00751725732250843
3.83916577357695;0.242669137173337;0.767268171265363;0.827882704869261;0.428834054288057;0.712804653161989;0.239988811553409;0.0703104394041576;3.67752408545896;0.0893527936686037;0.798286688333545;0.416986899246693;0.406290567833405;0.253376242470991;0.906949540951118;0.114126587830521
4.45709498803657;0.949948052263501;0.326269904354284;0.715291476832328;-0.158005285751449;0.618433308844074;4.04506896191667;0.472692080481071;4.99998637443275;0.295350486505585;0.0825512637751086;0.513148763286726;-0.117223997550154;0.759145692800434;3.82339571157232;0.444927053029132
3.59233054461331;0.66748465632714;0.579535553101169;0.577375148106164;0.3209015281175;0.322222064614384;0.497313769302328;0.236199834924379;4.55851751083208;0.373878267062096;0.741978912715846;0.330421513564092;0.20769788352983;0.38196600415489;0.582996010535705;0.0901044569595448
2.14091414774802;0.0236822381594686;0.918550679266745;0.138125923190145;-0.492935417094271;0.550034355873573;2.17033231056156;0.255037438744049;2.0012883032867;0.429475511223127;0.921481349719219;0.283913453809579;-0.561590116626319;0.579302566127348;1.40213189610824;0.182342512829842
2.36141106524625;0.108278198167102;0.690296239370745;0.976609779265145;-0.121234159628289;0.374710793702079;4.30989376695938;0.397467333619159;2.12847223163816;0.651132703147719;0.100762185368042;0.435129637136589;-0.350576890401789;0.436558417965886;4.99999991608225;0.404498612806083
3.80788654564751;0.769485944983011;0.86840520987397;0.986743870749906;0.00621839795877444;0.262681811701444;3.47797730690396;-0.352570494653997;4.99999382217269;0.132089320519475;0.0241291410453136;0.40438377652654;-0.0309259346696902;0.287410665596226;3.1836163789289;-0.337096699887243
3.90626996670448;0.792019467527497;0.110631889928496;0.667819679583986;0.0560791801506354;0.321131635787209;0.153152231527732;-0.290559356686676;4.61595247413404;0.0963483311600551;0.82429536807065;0.556426802751937;-0.0179231431921266;0.49133960590179;0.349419978931112;-0.327602136840744
1.71027720694023;0.601676126811072;0.814920233734124;0.647609915899154;0.0435954466427138;0.629587003573315;3.45139085366704;-0.471703497251241;2.58400458134754;0.426314129594249;0.440869368583677;0.407358036603396;0.0259182715357669;0.62236323459793;4.54161537495473;-0.44113863539504
1.43481234921911;0.435404084078762;0.242052506177979;0.336134385699107;0.212578738185692;0.675436565989964;2.83254854946228;0.214848582032154;1.89690479945834;0.131028950579807;0.0844009338678104;0.0410607379455802;0.0510150746125395;0.745852103989976;2.37821626413317;-0.0589290313105263
0.361291041192613;0.748322893628083;0.994741317757153;0.019808046288287;-0.00303148297771649;0.162220428237954;3.83443862951799;0.483830427700801;0.409896822637732;0.561679757715597;0.483778095095941;0.598704956457416;-0.14386669611348;0.0529596098975923;4.28098602220116;0.354380975454673
4.08355190741137;0.625822536855425;0.871668325543307;0.995517786450723;-0.361314980607385;0.533273756404151;1.45214763580896;0.298210843795474;3.93533293405445;0.379545927085158;0.222733754117422;0.924459921612619;-0.289828597028215;0.678744333486593;1.46270918348117;0.320277481609849
3.54548392415561;0.539785223917348;0.278559440160046;0.899239976007503;0.209329782392597;0.607999783298065;1.73955791556771;-0.382179444256871;4.32627394101706;0.966618457264375;0.332007297782584;0.800735657231348;0.239305112830932;0.480956134572621;2.55649116515536;-0.388809547575427
3.29201016657788;0.208286764292843;0.150141090512076;0.290880007906065;0.185988817281767;0.407896508768865;3.71439144123176;0.106407258078817;3.42070569397328;0.263833641038544;0.212800121495473;0.0734490305620939;0.144875657911118;0.377546243489181;4.62991367445386;0.00445229005793557
3.59171450847899;0.935362202446083;0.0822605693791856;0.472023518806513;-0.313970662698895;0.536480555132129;0.237545137606574;0.291450318444332;2.04074123394102;0.870125099158316;0.198701247689913;0.112081023034402;-0.477383244472588;0.595076847090739;0.138673255012807;0.424923380558182
0.558824430108524;0.477978062624716;0.179025668455029;0.532467900842427;-0.430343929073613;0.34494062638385;1.09903605560816;-0.269654409821181;2.04958935445082;0.181101657294743;0.0916260008104275;0.09567937782582;-0.119376212582224;0.314915045964838;1.28353360185213;-0.140932364186793
0.784578935455014;0.154696229333453;0.656164520593804;0.275272695680175;-0.0805347914767028;0.170169447049924;3.04685747626385;-0.0911766217528706;1.58468736682095;0.331821491338241;0.611449567613748;0.155928876332979;-0.0604744595373679;0.157754597255644;4.2629389978889;0.00996928790336806
1.89247413903983;0.580790357913609;0.0288501985207144;0.618924576622437;-0.327640066295089;0.218881646888954;4.21239246141403;-0.445833762951466;4.99881445159494;0.294041146103932;0.382989732740257;0.196760313596538;-0.0931547630817624;0.231624124408753;3.2875479951816;-0.125825144217102
2.5814655767491;0.349931770871841;0.180211888755423;0.85993186124367;0.154715449658411;0.232607183811652;1.1050096677663;-0.102414522684451;2.54362272011895;0.928108584085259;0.13042334661263;0.288862748659272;0.0333509790257803;0.297114499332533;1.00225193632396;-0.164129169860996
1.11463543870116;0.0746652933134161;0.750291549634139;0.942111525369888;0.361996326282223;0.850977406035521;3.60659608259204;-0.406817955547881;1.35628108583034;0.0761793977961601;0.224019341455306;0.792568473298113;0.276919818134425;0.850589481210414;3.43376093049012;-0.404004486127164
2.72210476264726;0.568807731092521;0.449408972688592;0.233510963689162;0.313643109323657;0.432082709015063;4.7942158074406;0.0372277022042606;2.2781604903423;0.630965982590265;0.4115764302205;0.265681360071137;0.291668140960223;0.424301514679935;4.99999995124816;0.065674024572597
1.60771640887346;0.126066909601142;0.300404182086787;0.194643023527667;-0.223663395030132;0.779825315254042;1.6762427479087;-0.486923852017113;1.00089709268796;0.327308666706774;0.046865008394192;0.249099507642727;-0.261540032195453;0.484801780642484;2.72279583452782;-0.738360958868179
4.07028831560296;0.0292362408621615;0.688636719774745;0.609629350711717;-0.127703179113824;0.110952116523943;1.99263426432619;0.19969646546903;2.3438532549747;0.577581460202818;0.150112104320364;0.351716961868766;-0.456429975146429;0.0210594315909542;4.99988186560758;0.430507920339337
0.23878902548957;0.194567930011946;0.88624824044149;0.597131841287361;0.479959628402954;0.182772976634344;4.7297892781378;0.339540263099029;4.15118864858345;0.384437852686533;0.33701024777279;0.951386518459477;-0.0398408850340896;0.238220643431137;4.99998269077999;-0.011985597638063
3.85474425730459;0.0609678673884472;0.85729561296222;0.13625781990215;-0.423215274684622;0.501605867998317;2.81640814319038;0.146030715516739;4.99999593681545;0.835910611019582;0.598796089042819;0.689088550959313;-0.431442627582125;0.424272081923484;4.00452542297221;0.177011259051095
