inverse_temperature_true;reward_learning_rate_true;eligibility_trace_decay_true;transition_learning_rate_true;mixing_weight_low_stable_true;mixing_weight_high_stable_true;mixing_weight_low_variable_true;mixing_weight_high_variable_true;choice_stickiness_true;response_stickiness_true;inverse_temperature_estimated;reward_learning_rate_estimated;eligibility_trace_decay_estimated;transition_learning_rate_estimated;mixing_weight_low_stable_estimated;mixing_weight_high_stable_estimated;mixing_weight_low_variable_estimated;mixing_weight_high_variable_estimated;choice_stickiness_estimated;response_stickiness_estimated
1.62944737278636;0.905791937075619;0.126986816293506;0.913375856139019;0.63235924622541;0.0975404049994095;0.278498218867048;0.546881519204984;0.457506835434298;0.464888535199277;1.81772055635894;0.84286308382943;0.0734444080224529;0.742103803019298;0.696974222128797;0.193821717466726;0.430857131179661;0.53254860511919;0.397805021547715;0.590072755903287
0.58396815992343;0.43165117024872;0.015487125636019;0.984063724379154;0.167168409914656;0.106216344928664;0.372409740055537;0.198118402542975;-0.0103123619839761;-0.160506586609242;0.717939194381309;0.378927663260385;0.131264025609827;0.605580001191788;0.242604168317066;0.151198042954076;0.354605991374337;0.210980464540523;-0.223256361177766;0.232139534327922
0.24786455519614;0.490357293468018;0.852998155340816;0.873927405861733;0.270294332292698;0.208461358751314;0.564979570738201;0.640311825162758;-0.082971048357114;-0.294024484467757;0.25859684195162;0.721915204756611;0.589178299915806;0.488484012588636;0.549926276266229;0.348351860780937;0.3739447421075;0.282841273682736;0.156106457751979;-0.200519531462099
0.634855727311699;0.814539772900651;0.789073514938958;0.852263890343846;0.505636617571756;0.635661388861377;0.950894415378135;0.44396415501881;-0.439981180220524;0.366749896999319;0.649954102038726;0.915999006471729;0.653560392141418;0.632766288163186;0.483998978753609;0.560391880625358;0.868553330698695;0.488100699088555;0.161454143714943;0.675708512225559
0.900787161304231;0.205672339463963;0.899650990509081;0.762585539373227;0.882486307400298;0.284950218024821;0.673225986452258;0.664279904418051;-0.377185006100474;-0.0926815769431871;0.948485740682438;0.265202621346957;0.462181976024238;0.735321806047565;0.655738969836613;0.357725913598952;0.460425320499015;0.447318318009483;-0.111053267377638;-0.0109970464631145
1.2846304691706;0.221265730127105;0.837056445531881;0.971075231442514;0.846372887693173;0.505999455890548;0.278875611145231;0.746617221828201;-0.26306961588713;0.457345281619123;1.30536824551779;0.219211725566399;0.80792733382193;0.743444067639376;0.559804445022805;0.624853195711264;0.182379778895732;0.816640116085655;-0.0808175949242668;0.644810465754897
1.49701791478658;0.543299433085109;0.338132316524053;0.832333661620528;0.552572178025957;0.957543116962021;0.892833319318002;0.356503617127004;0.0464018929918872;-0.153318248745051;1.61834856583342;0.52985117592715;0.375751262326644;0.651880497469651;0.430260598753203;0.830437907061566;0.878468892033792;0.564936953945619;0.0950955589282162;-0.15859062592633
0.039529327457634;0.964291730299559;0.970372902013312;0.12386050714682;0.46741002677446;0.656694003304474;0.290185566632867;0.754536639716295;0.0581180513589715;-0.0722074044515439;0.422361439152679;0.0990755119374283;0.342585872474393;0.219005724760232;0.638608291588709;0.531005415068085;0.465307749868579;0.361735857244758;-0.371396556223857;0.0655739537748155
1.16486285740896;0.42100578136828;0.0920687067543677;0.0240273250067485;0.491145804011365;0.278267020151879;0.339757164151065;0.287349609515076;-0.329096764750522;-0.100736685718571;0.905914639143331;0.488260019323194;0.225966018926627;0.0135662029087017;0.444393101528806;0.360573670654275;0.332814876798203;0.316426560789319;-0.4951491622099;0.0908712304571221
0.629567009510988;0.726741468842694;0.515772858133538;0.790644897912478;0.204492581358956;0.678106077559796;0.0524855426380236;0.801172362362499;0.178568638819314;0.446008945084062;0.716503405738394;0.626528619656475;0.621437472823097;0.570639610801247;0.289742602088206;0.698896579717143;0.311794663794447;0.770001835434066;-0.259798879715012;0.38033991567833
