id;simrun;trial;choice1;choice2;s2;win;common;stay;rt1;rt2
46;1;10;1;2;1;1;1;1;1;1
46;1;11;1;2;2;1;0;1;1;1
46;1;12;1;2;2;1;0;1;1;1
46;1;13;1;1;1;0;1;1;1;1
46;1;14;1;2;1;1;1;1;1;1
46;1;15;1;2;2;1;0;1;1;1
46;1;16;1;2;1;1;1;1;1;1
46;1;17;1;2;1;0;1;1;1;1
46;1;18;1;2;1;1;1;1;1;1
46;1;19;1;1;2;1;0;1;1;1
46;1;20;1;2;2;1;0;1;1;1
46;1;21;1;2;1;1;1;1;1;1
46;1;22;2;2;2;1;1;0;1;1
46;1;23;2;2;2;1;1;1;1;1
46;1;24;1;1;1;0;1;0;1;1
46;1;25;2;2;2;1;1;0;1;1
46;1;26;1;2;1;1;1;0;1;1
46;1;27;1;2;2;1;0;1;1;1
46;1;28;2;2;2;1;1;0;1;1
46;1;29;2;2;2;0;1;1;1;1
46;1;30;1;2;1;1;1;0;1;1
46;1;31;1;2;1;1;1;1;1;1
46;1;32;2;2;2;1;1;0;1;1
46;1;33;2;2;2;0;1;1;1;1
46;1;34;1;2;1;0;1;0;1;1
46;1;35;2;2;2;0;1;0;1;1
46;1;36;2;2;1;1;0;1;1;1
46;1;37;1;2;1;1;1;0;1;1
46;1;38;1;2;1;1;1;1;1;1
46;1;39;1;1;1;0;1;1;1;1
46;1;40;2;1;2;0;1;0;1;1
46;1;41;1;2;1;0;1;0;1;1
46;1;42;1;2;1;0;1;1;1;1
46;1;43;1;2;1;0;1;1;1;1
46;1;44;2;1;2;0;1;0;1;1
46;1;45;1;2;2;1;0;0;1;1
46;1;46;2;-1;2;0;1;0;1;1
46;1;47;1;2;1;1;1;0;1;1
46;1;48;1;2;1;0;1;1;1;1
46;1;49;1;1;1;1;1;1;1;1
46;1;50;1;1;1;0;1;1;1;1
46;1;51;1;1;1;0;1;1;1;1
46;1;52;2;1;2;0;1;0;1;1
46;1;53;2;1;1;0;0;1;1;1
46;1;54;2;2;2;1;1;1;1;1
46;1;55;2;1;2;0;1;1;1;1
46;1;56;1;1;2;0;0;0;1;1
46;1;57;1;1;1;1;1;1;1;1
46;1;58;2;2;2;1;1;0;1;1
46;1;59;1;1;2;1;0;0;1;1
46;1;60;2;2;2;1;1;0;1;1
46;1;61;2;2;2;0;1;1;1;1
46;1;62;1;1;1;1;1;0;1;1
46;1;63;1;1;2;1;0;1;1;1
46;1;64;1;1;1;1;1;1;1;1
46;1;65;1;1;1;0;1;1;1;1
46;1;66;1;1;1;1;1;1;1;1
46;1;67;1;2;1;1;1;1;1;1
46;1;68;1;1;1;0;1;1;1;1
46;1;69;1;2;1;1;1;1;1;1
46;1;70;1;1;1;1;1;1;1;1
46;1;71;2;2;1;1;0;0;1;1
46;1;72;2;2;2;1;1;1;1;1
46;1;73;2;2;2;1;1;1;1;1
46;1;74;2;2;2;0;1;1;1;1
46;1;75;1;1;2;1;0;0;1;1
46;1;76;1;1;1;0;1;1;1;1
46;1;77;1;1;1;0;1;1;1;1
46;1;78;1;1;1;1;1;1;1;1
46;1;79;1;1;1;0;1;1;1;1
46;1;80;2;2;1;0;0;0;1;1
46;1;81;1;1;1;0;1;0;1;1
46;1;82;2;1;2;0;1;0;1;1
46;1;83;1;1;1;0;1;0;1;1
46;1;84;1;2;2;1;0;1;1;1
46;1;85;1;1;1;0;1;1;1;1
46;1;86;1;1;2;0;0;1;1;1
46;1;87;2;2;2;1;1;0;1;1
46;1;88;2;2;2;1;1;1;1;1
46;1;89;2;2;2;0;1;1;1;1
46;1;90;1;2;1;0;1;0;1;1
46;1;91;1;1;2;1;0;1;1;1
46;1;92;1;1;1;0;1;1;1;1
46;1;93;2;1;2;0;1;0;1;1
46;1;94;1;2;1;1;1;0;1;1
46;1;95;2;2;1;1;0;0;1;1
46;1;96;1;1;1;0;1;0;1;1
46;1;97;1;1;1;0;1;1;1;1
46;1;98;2;1;2;0;1;0;1;1
46;1;99;1;2;1;0;1;0;1;1
46;1;100;2;1;1;0;0;0;1;1
46;1;101;2;2;2;0;1;1;1;1
46;1;102;2;2;1;0;0;1;1;1
46;1;103;1;2;1;1;1;0;1;1
46;1;104;1;1;1;1;1;1;1;1
46;1;105;1;2;1;1;1;1;1;1
46;1;106;1;2;1;1;1;1;1;1
46;1;107;1;2;1;0;1;1;1;1
46;1;108;2;1;2;0;1;0;1;1
46;1;109;1;2;2;1;0;0;1;1
46;1;110;1;1;2;0;0;1;1;1
46;1;111;1;2;2;1;0;1;1;1
46;1;112;1;2;2;1;0;1;1;1
46;1;113;1;2;1;1;1;1;1;1
46;1;114;1;2;1;1;1;1;1;1
46;1;115;1;1;1;0;1;1;1;1
46;1;116;1;1;1;1;1;1;1;1
46;1;117;1;2;2;1;0;1;1;1
46;1;118;2;1;1;0;0;0;1;1
46;1;119;2;2;2;1;1;1;1;1
46;1;120;1;1;1;0;1;0;1;1
46;1;121;1;1;2;1;0;1;1;1
46;1;122;1;1;1;0;1;1;1;1
46;1;123;1;2;2;1;0;1;1;1
46;1;124;1;2;1;0;1;1;1;1
46;1;125;-1;-1;-1;0;-1;0;1;1
47;1;1;1;1;1;0;1;0;1;1
47;1;2;1;2;2;0;0;1;1;1
47;1;3;1;2;1;1;1;1;1;1
47;1;4;2;2;1;1;0;0;1;1
47;1;5;1;2;1;1;1;0;1;1
47;1;6;1;1;2;0;0;1;1;1
47;1;7;1;2;1;1;1;1;1;1
47;1;8;1;2;2;1;0;1;1;1
47;1;9;1;2;2;1;0;1;1;1
47;1;10;1;2;1;0;1;1;1;1
47;1;11;1;2;1;1;1;1;1;1
47;1;12;1;2;1;1;1;1;1;1
47;1;13;1;2;1;0;1;1;1;1
47;1;14;2;2;2;1;1;0;1;1
47;1;15;2;2;2;0;1;1;1;1
47;1;16;2;2;2;0;1;1;1;1
47;1;17;1;1;2;0;0;0;1;1
47;1;18;1;2;2;0;0;1;1;1
47;1;19;1;2;2;0;0;1;1;1
47;1;20;1;2;2;0;0;1;1;1
47;1;21;1;1;2;0;0;1;1;1
47;1;22;1;2;1;1;1;1;1;1
47;1;23;1;2;1;1;1;1;1;1
47;1;24;1;2;1;1;1;1;1;1
47;1;25;1;1;1;1;1;1;1;1
47;1;26;1;2;1;1;1;1;1;1
47;1;27;1;2;2;0;0;1;1;1
47;1;28;1;1;1;0;1;1;1;1
47;1;29;1;2;1;1;1;1;1;1
47;1;30;1;2;1;1;1;1;1;1
47;1;31;1;2;1;0;1;1;1;1
47;1;32;1;2;1;0;1;1;1;1
47;1;33;1;1;1;0;1;1;1;1
47;1;34;1;2;1;0;1;1;1;1
47;1;35;2;2;2;1;1;0;1;1
47;1;36;2;2;1;1;0;1;1;1
47;1;37;2;2;2;1;1;1;1;1
47;1;38;2;2;2;0;1;1;1;1
47;1;39;1;2;1;0;1;0;1;1
47;1;40;2;2;2;1;1;0;1;1
47;1;41;1;2;1;0;1;0;1;1
47;1;42;1;2;1;0;1;1;1;1
47;1;43;2;2;2;1;1;0;1;1
47;1;44;2;2;2;1;1;1;1;1
47;1;45;2;2;1;0;0;1;1;1
47;1;46;2;2;1;1;0;1;1;1
47;1;47;2;2;2;1;1;1;1;1
47;1;48;2;2;2;1;1;1;1;1
47;1;49;2;2;1;1;0;1;1;1
47;1;50;2;2;2;1;1;1;1;1
47;1;51;2;2;1;0;0;1;1;1
47;1;52;2;2;2;1;1;1;1;1
47;1;53;1;2;1;1;1;0;1;1
47;1;54;2;2;1;0;0;0;1;1
47;1;55;2;2;1;0;0;1;1;1
47;1;56;1;1;1;0;1;0;1;1
47;1;57;2;2;1;1;0;0;1;1
47;1;58;2;2;1;1;0;1;1;1
47;1;59;2;2;2;1;1;1;1;1
47;1;60;2;2;2;0;1;1;1;1
47;1;61;2;2;1;1;0;1;1;1
47;1;62;2;2;2;0;1;1;1;1
47;1;63;1;2;1;0;1;0;1;1
47;1;64;2;2;2;0;1;0;1;1
47;1;65;1;2;2;0;0;0;1;1
47;1;66;2;2;2;1;1;0;1;1
47;1;67;2;2;2;0;1;1;1;1
47;1;68;1;2;2;1;0;0;1;1
47;1;69;1;2;1;0;1;1;1;1
47;1;70;2;2;2;0;1;0;1;1
47;1;71;2;1;1;0;0;1;1;1
47;1;72;1;2;1;1;1;0;1;1
47;1;73;2;2;2;0;1;0;1;1
47;1;74;2;1;2;0;1;1;1;1
47;1;75;2;1;2;1;1;1;1;1
47;1;76;1;1;2;0;0;0;1;1
47;1;77;1;2;2;0;0;1;1;1
47;1;78;2;2;2;1;1;0;1;1
47;1;79;1;2;1;1;1;0;1;1
47;1;80;1;2;2;0;0;1;1;1
47;1;81;1;2;1;0;1;1;1;1
47;1;82;1;2;1;1;1;1;1;1
47;1;83;1;2;1;1;1;1;1;1
47;1;84;2;2;2;1;1;0;1;1
47;1;85;1;2;1;1;1;0;1;1
47;1;86;2;2;1;0;0;0;1;1
47;1;87;1;2;2;1;0;0;1;1
47;1;88;1;2;1;0;1;1;1;1
47;1;89;2;2;1;1;0;0;1;1
47;1;90;2;2;2;0;1;1;1;1
47;1;91;2;2;1;1;0;1;1;1
47;1;92;1;2;1;0;1;0;1;1
47;1;93;2;2;2;1;1;0;1;1
47;1;94;2;2;2;1;1;1;1;1
47;1;95;2;2;2;0;1;1;1;1
47;1;96;2;2;2;1;1;1;1;1
47;1;97;2;2;2;1;1;1;1;1
47;1;98;2;2;2;0;1;1;1;1
47;1;99;1;2;1;0;1;0;1;1
47;1;100;2;2;2;1;1;0;1;1
47;1;101;1;2;1;1;1;0;1;1
47;1;102;2;2;1;1;0;0;1;1
47;1;103;2;2;2;1;1;1;1;1
47;1;104;1;2;1;0;1;0;1;1
47;1;105;1;2;2;1;0;1;1;1
47;1;106;2;2;1;1;0;0;1;1
47;1;107;1;2;1;1;1;0;1;1
47;1;108;2;2;2;0;1;0;1;1
47;1;109;2;1;2;1;1;1;1;1
47;1;110;1;1;2;1;0;0;1;1
47;1;111;2;1;2;1;1;0;1;1
47;1;112;2;1;2;0;1;1;1;1
47;1;113;1;2;1;0;1;0;1;1
47;1;114;1;1;2;0;0;1;1;1
47;1;115;2;1;2;1;1;0;1;1
47;1;116;1;1;2;1;0;0;1;1
47;1;117;1;1;2;0;0;1;1;1
47;1;118;2;1;2;0;1;0;1;1
47;1;119;1;1;1;0;1;0;1;1
47;1;120;1;1;2;1;0;1;1;1
47;1;121;1;1;2;1;0;1;1;1
47;1;122;2;1;2;1;1;0;1;1
47;1;123;2;1;2;1;1;1;1;1
47;1;124;2;1;2;1;1;1;1;1
47;1;125;1;2;1;0;1;0;1;1
48;1;1;1;2;2;0;0;0;1;1
48;1;2;2;2;2;1;1;0;1;1
48;1;3;2;2;2;0;1;1;1;1
48;1;4;2;1;2;1;1;1;1;1
48;1;5;2;1;2;0;1;1;1;1
48;1;6;2;1;2;0;1;1;1;1
48;1;7;-1;-1;-1;0;-1;0;1;1
48;1;8;1;1;2;1;0;0;1;1
48;1;9;1;1;2;0;0;1;1;1
48;1;10;2;2;1;0;0;0;1;1
48;1;11;1;2;1;1;1;0;1;1
48;1;12;2;2;2;0;1;0;1;1
48;1;13;1;1;2;0;0;0;1;1
48;1;14;1;1;1;1;1;1;1;1
48;1;15;2;2;2;0;1;0;1;1
48;1;16;1;1;1;0;1;0;1;1
48;1;17;2;2;2;1;1;0;1;1
48;1;18;2;1;1;0;0;1;1;1
48;1;19;2;2;1;1;0;1;1;1
48;1;20;2;2;1;0;0;1;1;1
48;1;21;1;2;1;0;1;0;1;1
48;1;22;2;2;1;1;0;0;1;1
48;1;23;2;2;2;0;1;1;1;1
48;1;24;2;2;2;1;1;1;1;1
48;1;25;2;2;2;1;1;1;1;1
48;1;26;2;2;2;1;1;1;1;1
48;1;27;2;1;2;0;1;1;1;1
48;1;28;2;2;2;0;1;1;1;1
48;1;29;1;1;1;0;1;0;1;1
48;1;30;1;1;1;1;1;1;1;1
48;1;31;1;1;2;0;0;1;1;1
48;1;32;2;2;2;1;1;0;1;1
48;1;33;2;2;2;0;1;1;1;1
48;1;34;1;2;2;1;0;0;1;1
48;1;35;2;2;2;0;1;0;1;1
48;1;36;1;2;1;0;1;0;1;1
48;1;37;1;1;2;1;0;1;1;1
48;1;38;2;2;1;0;0;0;1;1
48;1;39;2;2;1;1;0;1;1;1
48;1;40;1;1;1;0;1;0;1;1
48;1;41;1;2;2;1;0;1;1;1
48;1;42;2;1;1;0;0;0;1;1
48;1;43;1;2;1;0;1;0;1;1
48;1;44;1;2;1;0;1;1;1;1
48;1;45;2;1;2;1;1;0;1;1
48;1;46;2;1;2;1;1;1;1;1
48;1;47;2;1;2;1;1;1;1;1
48;1;48;1;1;1;1;1;0;1;1
48;1;49;1;2;2;1;0;1;1;1
48;1;50;1;2;2;0;0;1;1;1
48;1;51;2;2;1;1;0;0;1;1
48;1;52;-1;-1;-1;0;-1;0;1;1
48;1;53;1;2;2;0;0;0;1;1
48;1;54;2;2;2;0;1;0;1;1
48;1;55;1;2;1;1;1;0;1;1
48;1;56;1;1;2;1;0;1;1;1
48;1;57;1;1;2;1;0;1;1;1
48;1;58;2;1;1;1;0;0;1;1
48;1;59;2;2;2;1;1;1;1;1
48;1;60;1;1;1;0;1;0;1;1
48;1;61;-1;-1;-1;0;-1;0;1;1
48;1;62;-1;-1;-1;0;-1;1;1;1
48;1;63;2;2;2;1;1;0;1;1
48;1;64;1;1;2;1;0;0;1;1
48;1;65;2;1;2;0;1;0;1;1
48;1;66;2;1;2;0;1;1;1;1
48;1;67;1;1;2;1;0;0;1;1
48;1;68;1;1;2;1;0;1;1;1
48;1;69;2;2;1;1;0;0;1;1
48;1;70;2;1;1;1;0;1;1;1
48;1;71;2;2;2;1;1;1;1;1
48;1;72;1;1;1;0;1;0;1;1
48;1;73;2;2;2;1;1;0;1;1
48;1;74;2;2;1;1;0;1;1;1
48;1;75;1;1;1;1;1;0;1;1
48;1;76;-1;-1;-1;0;-1;0;1;1
48;1;77;2;1;2;1;1;0;1;1
48;1;78;2;2;2;1;1;1;1;1
48;1;79;2;2;2;1;1;1;1;1
48;1;80;1;1;2;1;0;0;1;1
48;1;81;1;2;1;1;1;1;1;1
48;1;82;2;2;2;0;1;0;1;1
48;1;83;2;2;2;1;1;1;1;1
48;1;84;2;2;1;0;0;1;1;1
48;1;85;2;2;2;1;1;1;1;1
48;1;86;1;1;2;1;0;0;1;1
48;1;87;1;2;1;0;1;1;1;1
48;1;88;2;2;2;0;1;0;1;1
48;1;89;2;1;2;1;1;1;1;1
48;1;90;2;1;2;0;1;1;1;1
48;1;91;2;-1;1;0;0;1;1;1
48;1;92;1;1;1;1;1;0;1;1
48;1;93;1;1;2;0;0;1;1;1
48;1;94;1;1;1;0;1;1;1;1
48;1;95;2;2;1;0;0;0;1;1
48;1;96;2;1;2;1;1;1;1;1
48;1;97;1;2;1;1;1;0;1;1
48;1;98;2;2;2;0;1;0;1;1
48;1;99;1;2;1;1;1;0;1;1
48;1;100;2;1;2;0;1;0;1;1
48;1;101;1;1;1;1;1;0;1;1
48;1;102;1;1;1;0;1;1;1;1
48;1;103;1;1;1;0;1;1;1;1
48;1;104;1;2;1;1;1;1;1;1
48;1;105;2;1;2;1;1;0;1;1
48;1;106;1;2;1;1;1;0;1;1
48;1;107;2;1;2;0;1;0;1;1
48;1;108;2;2;2;1;1;1;1;1
48;1;109;1;1;2;1;0;0;1;1
48;1;110;1;2;1;1;1;1;1;1
48;1;111;1;2;2;1;0;1;1;1
48;1;112;1;1;1;1;1;1;1;1
48;1;113;1;2;1;1;1;1;1;1
48;1;114;2;2;2;1;1;0;1;1
48;1;115;1;2;1;1;1;0;1;1
48;1;116;1;1;1;0;1;1;1;1
48;1;117;1;1;2;0;0;1;1;1
48;1;118;1;2;2;1;0;1;1;1
48;1;119;1;2;2;1;0;1;1;1
48;1;120;1;2;1;0;1;1;1;1
48;1;121;2;2;1;1;0;0;1;1
48;1;122;1;1;1;0;1;0;1;1
48;1;123;1;1;2;1;0;1;1;1
48;1;124;1;1;1;1;1;1;1;1
48;1;125;1;2;1;1;1;1;1;1
49;1;1;1;1;1;0;1;0;1;1
49;1;2;2;1;2;0;1;0;1;1
49;1;3;2;1;2;1;1;1;1;1
49;1;4;2;2;2;0;1;1;1;1
49;1;5;1;1;1;0;1;0;1;1
49;1;6;1;1;2;1;0;1;1;1
49;1;7;2;2;2;1;1;0;1;1
49;1;8;2;2;2;0;1;1;1;1
49;1;9;1;2;1;1;1;0;1;1
49;1;10;2;1;2;1;1;0;1;1
49;1;11;2;1;2;1;1;1;1;1
49;1;12;2;1;2;1;1;1;1;1
49;1;13;2;2;1;0;0;1;1;1
49;1;14;2;1;2;1;1;1;1;1
49;1;15;2;1;2;1;1;1;1;1
49;1;16;2;1;2;1;1;1;1;1
49;1;17;2;1;2;0;1;1;1;1
49;1;18;2;1;1;0;0;1;1;1
49;1;19;2;2;2;1;1;1;1;1
49;1;20;2;2;2;0;1;1;1;1
49;1;21;2;1;2;1;1;1;1;1
49;1;22;1;2;1;1;1;0;1;1
49;1;23;1;1;2;0;0;1;1;1
49;1;24;1;2;2;0;0;1;1;1
49;1;25;1;2;1;1;1;1;1;1
49;1;26;1;2;2;1;0;1;1;1
49;1;27;2;2;1;1;0;0;1;1
49;1;28;1;2;1;0;1;0;1;1
49;1;29;1;2;2;0;0;1;1;1
49;1;30;2;2;2;0;1;0;1;1
49;1;31;1;2;1;0;1;0;1;1
49;1;32;1;1;1;0;1;1;1;1
49;1;33;2;1;2;0;1;0;1;1
49;1;34;2;2;2;0;1;1;1;1
49;1;35;2;1;2;1;1;1;1;1
49;1;36;2;1;2;1;1;1;1;1
49;1;37;2;1;2;0;1;1;1;1
49;1;38;1;2;1;0;1;0;1;1
49;1;39;2;1;1;0;0;0;1;1
49;1;40;2;1;1;0;0;1;1;1
49;1;41;2;1;1;0;0;1;1;1
49;1;42;1;1;2;1;0;0;1;1
49;1;43;1;1;2;1;0;1;1;1
49;1;44;1;2;1;0;1;1;1;1
49;1;45;1;2;1;0;1;1;1;1
49;1;46;2;1;1;0;0;0;1;1
49;1;47;1;1;1;1;1;0;1;1
49;1;48;1;1;1;1;1;1;1;1
49;1;49;1;1;1;1;1;1;1;1
49;1;50;1;1;1;0;1;1;1;1
49;1;51;2;1;1;1;0;0;1;1
49;1;52;1;1;1;0;1;0;1;1
49;1;53;2;1;2;1;1;0;1;1
49;1;54;2;1;2;1;1;1;1;1
49;1;55;2;1;2;1;1;1;1;1
49;1;56;2;1;2;1;1;1;1;1
49;1;57;2;1;2;1;1;1;1;1
49;1;58;2;1;2;1;1;1;1;1
49;1;59;2;1;2;1;1;1;1;1
49;1;60;2;1;2;1;1;1;1;1
49;1;61;2;1;1;1;0;1;1;1
49;1;62;2;1;2;1;1;1;1;1
49;1;63;2;1;2;1;1;1;1;1
49;1;64;2;1;2;0;1;1;1;1
49;1;65;2;1;2;0;1;1;1;1
49;1;66;1;1;2;1;0;0;1;1
49;1;67;2;1;2;1;1;0;1;1
49;1;68;2;1;2;1;1;1;1;1
49;1;69;2;1;2;0;1;1;1;1
49;1;70;2;1;2;1;1;1;1;1
49;1;71;2;1;2;1;1;1;1;1
49;1;72;2;1;2;1;1;1;1;1
49;1;73;2;1;1;0;0;1;1;1
49;1;74;2;1;2;1;1;1;1;1
49;1;75;2;2;1;1;0;1;1;1
49;1;76;1;2;1;0;1;0;1;1
49;1;77;2;1;2;1;1;0;1;1
49;1;78;2;1;1;1;0;1;1;1
49;1;79;2;1;1;0;0;1;1;1
49;1;80;2;2;1;1;0;1;1;1
49;1;81;2;2;1;1;0;1;1;1
49;1;82;2;1;2;1;1;1;1;1
49;1;83;2;1;2;1;1;1;1;1
49;1;84;2;1;2;1;1;1;1;1
49;1;85;2;2;1;0;0;1;1;1
49;1;86;2;1;2;0;1;1;1;1
49;1;87;2;1;2;1;1;1;1;1
49;1;88;1;2;1;0;1;0;1;1
49;1;89;2;2;1;0;0;0;1;1
49;1;90;2;1;2;1;1;1;1;1
49;1;91;2;1;2;1;1;1;1;1
49;1;92;2;1;2;1;1;1;1;1
49;1;93;2;2;1;1;0;1;1;1
49;1;94;2;1;2;0;1;1;1;1
49;1;95;2;2;1;1;0;1;1;1
49;1;96;1;2;1;0;1;0;1;1
49;1;97;1;2;1;0;1;1;1;1
49;1;98;2;1;2;0;1;0;1;1
49;1;99;2;1;1;0;0;1;1;1
49;1;100;2;2;2;0;1;1;1;1
49;1;101;2;1;2;0;1;1;1;1
49;1;102;1;2;2;1;0;0;1;1
49;1;103;2;1;1;0;0;0;1;1
49;1;104;2;2;1;0;0;1;1;1
49;1;105;2;2;2;0;1;1;1;1
49;1;106;2;1;2;0;1;1;1;1
49;1;107;2;1;1;0;0;1;1;1
49;1;108;2;2;1;1;0;1;1;1
49;1;109;1;2;1;1;1;0;1;1
49;1;110;1;2;1;1;1;1;1;1
49;1;111;1;2;1;1;1;1;1;1
49;1;112;1;2;2;0;0;1;1;1
49;1;113;1;1;1;1;1;1;1;1
49;1;114;1;2;1;1;1;1;1;1
49;1;115;1;1;2;1;0;1;1;1
49;1;116;1;2;1;0;1;1;1;1
49;1;117;2;1;2;1;1;0;1;1
49;1;118;2;2;1;0;0;1;1;1
49;1;119;2;1;1;0;0;1;1;1
49;1;120;2;1;2;1;1;1;1;1
49;1;121;2;1;2;0;1;1;1;1
49;1;122;2;1;2;1;1;1;1;1
49;1;123;2;1;2;1;1;1;1;1
49;1;124;2;2;1;0;0;1;1;1
49;1;125;2;1;2;1;1;1;1;1
50;1;1;2;1;2;1;1;0;1;1
50;1;2;2;1;2;1;1;1;1;1
50;1;3;1;2;2;1;0;0;1;1
50;1;4;-1;-1;-1;0;-1;0;1;1
50;1;5;1;2;2;0;0;0;1;1
50;1;6;1;1;2;1;0;1;1;1
50;1;7;1;2;2;0;0;1;1;1
50;1;8;2;2;2;0;1;0;1;1
50;1;9;2;2;1;0;0;1;1;1
50;1;10;2;1;1;1;0;1;1;1
50;1;11;1;1;1;0;1;0;1;1
50;1;12;2;1;2;1;1;0;1;1
50;1;13;2;1;1;0;0;1;1;1
50;1;14;2;2;2;1;1;1;1;1
50;1;15;-1;-1;-1;0;-1;0;1;1
50;1;16;1;1;1;0;1;0;1;1
50;1;17;2;1;2;1;1;0;1;1
50;1;18;2;1;1;1;0;1;1;1
50;1;19;2;2;2;0;1;1;1;1
50;1;20;2;2;1;0;0;1;1;1
50;1;21;2;2;1;0;0;1;1;1
50;1;22;2;2;2;0;1;1;1;1
50;1;23;2;2;2;1;1;1;1;1
50;1;24;1;2;2;0;0;0;1;1
50;1;25;1;1;1;1;1;1;1;1
50;1;26;1;1;2;1;0;1;1;1
50;1;27;2;2;2;0;1;0;1;1
50;1;28;2;1;2;1;1;1;1;1
50;1;29;1;1;1;1;1;0;1;1
50;1;30;2;1;2;0;1;0;1;1
50;1;31;2;2;1;1;0;1;1;1
50;1;32;2;2;2;0;1;1;1;1
50;1;33;1;2;2;0;0;0;1;1
50;1;34;1;1;1;0;1;1;1;1
50;1;35;1;1;1;1;1;1;1;1
50;1;36;1;2;1;0;1;1;1;1
50;1;37;1;-1;2;0;0;1;1;1
50;1;38;1;1;2;1;0;1;1;1
50;1;39;2;2;1;1;0;0;1;1
50;1;40;1;1;2;1;0;0;1;1
50;1;41;1;1;1;1;1;1;1;1
50;1;42;1;1;1;1;1;1;1;1
50;1;43;2;2;2;1;1;0;1;1
50;1;44;1;2;2;0;0;0;1;1
50;1;45;1;2;2;1;0;1;1;1
50;1;46;2;1;2;0;1;0;1;1
50;1;47;1;1;1;1;1;0;1;1
50;1;48;2;2;2;1;1;0;1;1
50;1;49;1;1;1;1;1;0;1;1
50;1;50;1;1;2;1;0;1;1;1
50;1;51;1;1;1;1;1;1;1;1
50;1;52;1;2;2;1;0;1;1;1
50;1;53;1;1;1;1;1;1;1;1
50;1;54;2;1;1;1;0;0;1;1
50;1;55;2;1;2;1;1;1;1;1
50;1;56;2;2;2;0;1;1;1;1
50;1;57;1;1;2;1;0;0;1;1
50;1;58;2;2;2;1;1;0;1;1
50;1;59;1;2;2;1;0;0;1;1
50;1;60;1;1;1;1;1;1;1;1
50;1;61;2;2;1;1;0;0;1;1
50;1;62;1;1;1;0;1;0;1;1
50;1;63;1;2;1;0;1;1;1;1
50;1;64;1;2;1;0;1;1;1;1
50;1;65;2;2;1;0;0;0;1;1
50;1;66;2;2;2;0;1;1;1;1
50;1;67;1;2;1;1;1;0;1;1
50;1;68;1;2;1;0;1;1;1;1
50;1;69;1;1;2;1;0;1;1;1
50;1;70;2;2;2;1;1;0;1;1
50;1;71;1;1;1;1;1;0;1;1
50;1;72;1;2;1;0;1;1;1;1
50;1;73;1;2;1;1;1;1;1;1
50;1;74;2;2;2;1;1;0;1;1
50;1;75;2;1;2;0;1;1;1;1
50;1;76;1;1;1;0;1;0;1;1
50;1;77;2;1;2;1;1;0;1;1
50;1;78;2;2;2;1;1;1;1;1
50;1;79;1;2;2;1;0;0;1;1
50;1;80;2;1;1;1;0;0;1;1
50;1;81;-1;-1;-1;0;-1;0;1;1
50;1;82;2;1;2;0;1;0;1;1
50;1;83;2;1;2;1;1;1;1;1
50;1;84;2;2;2;1;1;1;1;1
50;1;85;2;1;2;1;1;1;1;1
50;1;86;1;2;2;1;0;0;1;1
50;1;87;2;1;1;1;0;0;1;1
50;1;88;1;1;2;1;0;0;1;1
50;1;89;1;2;2;0;0;1;1;1
50;1;90;2;2;1;1;0;0;1;1
50;1;91;1;2;1;0;1;0;1;1
50;1;92;1;1;1;1;1;1;1;1
50;1;93;1;1;1;1;1;1;1;1
50;1;94;1;2;1;0;1;1;1;1
50;1;95;2;1;2;1;1;0;1;1
50;1;96;1;1;1;1;1;0;1;1
50;1;97;2;2;2;0;1;0;1;1
50;1;98;1;1;1;1;1;0;1;1
50;1;99;1;1;1;1;1;1;1;1
50;1;100;2;1;1;1;0;0;1;1
50;1;101;1;2;1;1;1;0;1;1
50;1;102;1;2;1;1;1;1;1;1
50;1;103;2;1;2;1;1;0;1;1
50;1;104;1;1;1;1;1;0;1;1
50;1;105;2;1;1;1;0;0;1;1
50;1;106;2;1;1;1;0;1;1;1
50;1;107;2;2;1;1;0;1;1;1
50;1;108;1;1;1;1;1;0;1;1
50;1;109;2;2;1;1;0;0;1;1
50;1;110;2;1;1;1;0;1;1;1
50;1;111;1;-1;2;0;0;0;1;1
50;1;112;2;2;2;1;1;0;1;1
50;1;113;1;1;1;1;1;0;1;1
50;1;114;1;1;1;0;1;1;1;1
50;1;115;2;1;1;1;0;0;1;1
50;1;116;2;2;2;0;1;1;1;1
50;1;117;1;1;1;1;1;0;1;1
50;1;118;2;1;2;1;1;0;1;1
50;1;119;-1;-1;-1;0;-1;0;1;1
50;1;120;1;2;2;1;0;0;1;1
50;1;121;2;1;2;0;1;0;1;1
50;1;122;1;2;1;1;1;0;1;1
50;1;123;2;1;2;0;1;0;1;1
50;1;124;2;2;1;0;0;1;1;1
50;1;125;2;1;1;1;0;1;1;1
51;1;1;1;2;1;1;1;0;1;1
51;1;2;2;1;2;0;1;0;1;1
51;1;3;1;1;1;1;1;0;1;1
51;1;4;1;-1;1;0;1;1;1;1
51;1;5;1;1;1;1;1;1;1;1
51;1;6;1;2;1;0;1;1;1;1
51;1;7;1;2;1;0;1;1;1;1
51;1;8;1;1;1;1;1;1;1;1
51;1;9;1;1;1;1;1;1;1;1
51;1;10;1;1;1;1;1;1;1;1
51;1;11;1;-1;2;0;0;1;1;1
51;1;12;1;2;1;0;1;1;1;1
51;1;13;1;2;2;1;0;1;1;1
51;1;14;1;1;1;1;1;1;1;1
51;1;15;1;1;2;1;0;1;1;1
51;1;16;1;1;1;0;1;1;1;1
