id;simrun;trial;choice1;choice2;s2;win;common;stay;rt1;rt2
2;1;64;1;2;1;1;1;0;1;1
2;1;65;1;2;1;0;1;1;1;1
2;1;66;2;2;2;1;1;0;1;1
2;1;67;2;2;2;1;1;1;1;1
2;1;68;1;2;1;0;1;0;1;1
2;1;69;1;1;1;0;1;1;1;1
2;1;70;2;2;2;1;1;0;1;1
2;1;71;2;2;2;1;1;1;1;1
2;1;72;2;1;1;1;0;1;1;1
2;1;73;2;1;1;1;0;1;1;1
2;1;74;2;2;2;1;1;1;1;1
2;1;75;2;2;2;0;1;1;1;1
2;1;76;2;1;1;1;0;1;1;1
2;1;77;2;2;2;1;1;1;1;1
2;1;78;1;1;1;0;1;0;1;1
2;1;79;2;1;2;1;1;0;1;1
2;1;80;1;2;1;0;1;0;1;1
2;1;81;2;1;2;0;1;0;1;1
2;1;82;2;1;1;0;0;1;1;1
2;1;83;2;1;2;1;1;1;1;1
2;1;84;1;2;1;1;1;0;1;1
2;1;85;2;2;2;1;1;0;1;1
2;1;86;1;1;1;0;1;0;1;1
2;1;87;2;1;2;0;1;0;1;1
2;1;88;1;1;1;0;1;0;1;1
2;1;89;1;1;1;0;1;1;1;1
2;1;90;2;2;1;1;0;0;1;1
2;1;91;1;1;2;0;0;0;1;1
2;1;92;2;2;2;0;1;0;1;1
2;1;93;1;1;1;0;1;0;1;1
2;1;94;1;2;2;1;0;1;1;1
2;1;95;2;2;2;1;1;0;1;1
2;1;96;1;2;1;0;1;0;1;1
2;1;97;2;2;2;1;1;0;1;1
2;1;98;2;2;2;0;1;1;1;1
2;1;99;2;1;2;0;1;1;1;1
2;1;100;1;1;1;0;1;0;1;1
2;1;101;1;1;2;0;0;1;1;1
2;1;102;2;2;1;0;0;0;1;1
2;1;103;2;2;1;0;0;1;1;1
2;1;104;2;2;1;0;0;1;1;1
2;1;105;2;1;2;0;1;1;1;1
2;1;106;2;1;2;1;1;1;1;1
2;1;107;1;1;1;0;1;0;1;1
2;1;108;1;2;2;0;0;1;1;1
2;1;109;1;2;1;1;1;1;1;1
2;1;110;2;1;2;0;1;0;1;1
2;1;111;1;2;1;1;1;0;1;1
2;1;112;2;1;2;1;1;0;1;1
2;1;113;1;1;1;0;1;0;1;1
2;1;114;2;2;2;1;1;0;1;1
2;1;115;2;2;2;1;1;1;1;1
2;1;116;1;2;1;1;1;0;1;1
2;1;117;2;1;2;1;1;0;1;1
2;1;118;2;2;2;1;1;1;1;1
2;1;119;1;2;2;1;0;0;1;1
2;1;120;1;1;1;0;1;1;1;1
2;1;121;2;2;2;1;1;0;1;1
2;1;122;1;1;1;1;1;0;1;1
2;1;123;2;2;2;1;1;0;1;1
2;1;124;1;2;1;0;1;0;1;1
2;1;125;1;2;1;0;1;1;1;1
3;1;1;2;1;1;0;0;0;1;1
3;1;2;2;1;1;0;0;1;1;1
3;1;3;1;1;1;0;1;0;1;1
3;1;4;1;2;2;1;0;1;1;1
3;1;5;1;2;1;1;1;1;1;1
3;1;6;1;2;1;1;1;1;1;1
3;1;7;1;2;1;0;1;1;1;1
3;1;8;2;1;1;0;0;0;1;1
3;1;9;2;1;2;1;1;1;1;1
3;1;10;2;1;2;1;1;1;1;1
3;1;11;1;1;1;0;1;0;1;1
3;1;12;2;1;2;0;1;0;1;1
3;1;13;2;1;2;0;1;1;1;1
3;1;14;1;1;2;1;0;0;1;1
3;1;15;2;1;2;0;1;0;1;1
3;1;16;1;1;1;0;1;0;1;1
3;1;17;1;2;1;0;1;1;1;1
3;1;18;2;2;2;0;1;0;1;1
3;1;19;2;1;1;0;0;1;1;1
3;1;20;2;1;2;1;1;1;1;1
3;1;21;2;2;2;1;1;1;1;1
3;1;22;2;1;2;1;1;1;1;1
3;1;23;2;2;1;0;0;1;1;1
3;1;24;2;1;2;0;1;1;1;1
3;1;25;2;2;2;1;1;1;1;1
3;1;26;2;2;2;1;1;1;1;1
3;1;27;2;1;1;0;0;1;1;1
3;1;28;2;1;2;1;1;1;1;1
3;1;29;2;1;2;0;1;1;1;1
3;1;30;2;1;2;0;1;1;1;1
3;1;31;2;2;1;1;0;1;1;1
3;1;32;-1;-1;-1;0;-1;0;1;1
3;1;33;-1;-1;-1;0;-1;1;1;1
3;1;34;2;2;1;0;0;0;1;1
3;1;35;1;2;1;1;1;0;1;1
3;1;36;1;1;1;0;1;1;1;1
3;1;37;2;2;1;0;0;0;1;1
3;1;38;2;1;1;0;0;1;1;1
3;1;39;2;2;1;1;0;1;1;1
3;1;40;2;1;1;0;0;1;1;1
3;1;41;2;1;2;1;1;1;1;1
3;1;42;1;1;2;0;0;0;1;1
3;1;43;2;2;2;0;1;0;1;1
3;1;44;1;1;1;1;1;0;1;1
3;1;45;1;1;1;0;1;1;1;1
3;1;46;1;2;1;1;1;1;1;1
3;1;47;1;2;1;0;1;1;1;1
3;1;48;1;2;1;1;1;1;1;1
3;1;49;1;1;1;0;1;1;1;1
3;1;50;1;2;2;0;0;1;1;1
3;1;51;1;1;2;0;0;1;1;1
3;1;52;1;2;1;0;1;1;1;1
3;1;53;2;1;2;0;1;0;1;1
3;1;54;1;2;1;1;1;0;1;1
3;1;55;1;2;1;0;1;1;1;1
3;1;56;1;2;1;0;1;1;1;1
3;1;57;2;2;2;0;1;0;1;1
3;1;58;1;2;1;0;1;0;1;1
3;1;59;1;2;1;1;1;1;1;1
3;1;60;2;1;2;0;1;0;1;1
3;1;61;2;1;2;0;1;1;1;1
3;1;62;-1;-1;-1;0;-1;0;1;1
3;1;63;2;2;1;1;0;0;1;1
3;1;64;1;1;2;0;0;0;1;1
3;1;65;2;2;2;0;1;0;1;1
3;1;66;1;1;1;0;1;0;1;1
3;1;67;1;1;1;0;1;1;1;1
3;1;68;1;2;2;0;0;1;1;1
3;1;69;2;2;2;1;1;0;1;1
3;1;70;1;1;1;1;1;0;1;1
3;1;71;1;1;1;1;1;1;1;1
3;1;72;1;1;1;0;1;1;1;1
3;1;73;1;2;1;1;1;1;1;1
3;1;74;1;2;1;1;1;1;1;1
3;1;75;1;1;1;1;1;1;1;1
3;1;76;1;1;2;0;0;1;1;1
3;1;77;1;1;2;0;0;1;1;1
3;1;78;2;1;2;0;1;0;1;1
3;1;79;2;2;1;1;0;1;1;1
3;1;80;2;2;2;0;1;1;1;1
3;1;81;1;1;2;0;0;0;1;1
3;1;82;2;2;2;1;1;0;1;1
3;1;83;2;1;1;1;0;1;1;1
3;1;84;1;2;1;0;1;0;1;1
3;1;85;-1;-1;-1;0;-1;0;1;1
3;1;86;1;1;1;0;1;0;1;1
3;1;87;1;2;1;0;1;1;1;1
3;1;88;2;1;2;1;1;0;1;1
3;1;89;1;1;2;0;0;0;1;1
3;1;90;1;1;1;0;1;1;1;1
3;1;91;2;2;2;0;1;0;1;1
3;1;92;1;1;1;0;1;0;1;1
3;1;93;1;2;1;1;1;1;1;1
3;1;94;1;1;1;1;1;1;1;1
3;1;95;1;1;2;0;0;1;1;1
3;1;96;2;1;2;1;1;0;1;1
3;1;97;1;2;1;0;1;0;1;1
3;1;98;2;2;1;0;0;0;1;1
3;1;99;2;2;2;0;1;1;1;1
3;1;100;2;2;2;0;1;1;1;1
3;1;101;2;1;2;0;1;1;1;1
3;1;102;2;2;2;0;1;1;1;1
3;1;103;1;1;1;0;1;0;1;1
3;1;104;2;1;2;0;1;0;1;1
3;1;105;1;1;1;1;1;0;1;1
3;1;106;1;1;1;1;1;1;1;1
3;1;107;2;2;2;1;1;0;1;1
3;1;108;1;2;2;0;0;0;1;1
3;1;109;1;2;1;0;1;1;1;1
3;1;110;1;1;1;0;1;1;1;1
3;1;111;1;2;1;1;1;1;1;1
3;1;112;2;2;2;0;1;0;1;1
3;1;113;1;2;1;1;1;0;1;1
3;1;114;2;1;1;0;0;0;1;1
3;1;115;2;2;2;1;1;1;1;1
3;1;116;1;2;2;0;0;0;1;1
3;1;117;1;1;2;0;0;1;1;1
3;1;118;1;1;1;1;1;1;1;1
3;1;119;2;-1;2;0;1;0;1;1
3;1;120;1;2;1;1;1;0;1;1
3;1;121;1;2;2;1;0;1;1;1
3;1;122;1;2;2;1;0;1;1;1
3;1;123;1;1;1;0;1;1;1;1
3;1;124;2;1;2;1;1;0;1;1
3;1;125;2;1;2;1;1;1;1;1
4;1;1;2;1;1;0;0;0;1;1
4;1;2;-1;-1;-1;0;-1;0;1;1
4;1;3;2;2;2;0;1;0;1;1
4;1;4;2;2;1;0;0;1;1;1
4;1;5;2;2;1;1;0;1;1;1
4;1;6;2;2;1;0;0;1;1;1
4;1;7;1;2;1;0;1;0;1;1
4;1;8;1;1;1;1;1;1;1;1
4;1;9;1;1;1;0;1;1;1;1
4;1;10;1;1;1;0;1;1;1;1
4;1;11;1;1;1;1;1;1;1;1
4;1;12;1;1;1;1;1;1;1;1
4;1;13;1;1;1;0;1;1;1;1
4;1;14;1;1;1;0;1;1;1;1
4;1;15;2;1;2;1;1;0;1;1
4;1;16;2;1;1;1;0;1;1;1
4;1;17;2;1;1;1;0;1;1;1
4;1;18;2;1;1;1;0;1;1;1
4;1;19;2;1;1;0;0;1;1;1
4;1;20;2;1;2;1;1;1;1;1
4;1;21;2;1;2;0;1;1;1;1
4;1;22;2;1;2;0;1;1;1;1
4;1;23;2;2;2;1;1;1;1;1
4;1;24;2;2;2;0;1;1;1;1
4;1;25;2;1;1;1;0;1;1;1
4;1;26;2;1;2;1;1;1;1;1
4;1;27;2;1;2;1;1;1;1;1
4;1;28;2;1;2;1;1;1;1;1
4;1;29;2;1;2;1;1;1;1;1
4;1;30;2;1;2;0;1;1;1;1
4;1;31;2;1;2;1;1;1;1;1
4;1;32;2;1;1;0;0;1;1;1
4;1;33;2;1;1;1;0;1;1;1
4;1;34;2;1;1;0;0;1;1;1
4;1;35;2;1;2;1;1;1;1;1
4;1;36;2;1;1;0;0;1;1;1
4;1;37;1;2;1;0;1;0;1;1
4;1;38;1;2;2;0;0;1;1;1
4;1;39;1;2;1;0;1;1;1;1
4;1;40;1;1;2;0;0;1;1;1
4;1;41;2;1;1;0;0;0;1;1
4;1;42;2;2;1;0;0;1;1;1
4;1;43;2;1;1;0;0;1;1;1
4;1;44;2;1;1;1;0;1;1;1
4;1;45;2;1;2;1;1;1;1;1
4;1;46;2;1;2;1;1;1;1;1
4;1;47;2;1;2;0;1;1;1;1
4;1;48;2;1;2;1;1;1;1;1
4;1;49;2;1;2;0;1;1;1;1
4;1;50;2;1;2;0;1;1;1;1
4;1;51;2;1;2;0;1;1;1;1
4;1;52;1;2;2;0;0;0;1;1
4;1;53;1;2;1;0;1;1;1;1
4;1;54;2;1;1;1;0;0;1;1
4;1;55;2;1;2;1;1;1;1;1
4;1;56;2;1;2;0;1;1;1;1
4;1;57;2;1;2;0;1;1;1;1
4;1;58;2;1;2;0;1;1;1;1
4;1;59;2;1;2;1;1;1;1;1
4;1;60;2;1;2;0;1;1;1;1
4;1;61;2;1;1;0;0;1;1;1
4;1;62;2;2;2;0;1;1;1;1
4;1;63;2;1;1;0;0;1;1;1
4;1;64;2;1;2;1;1;1;1;1
4;1;65;2;1;2;0;1;1;1;1
4;1;66;2;1;2;0;1;1;1;1
4;1;67;1;1;1;0;1;0;1;1
4;1;68;1;2;1;1;1;1;1;1
4;1;69;1;2;1;0;1;1;1;1
4;1;70;1;2;2;0;0;1;1;1
4;1;71;1;2;1;0;1;1;1;1
4;1;72;1;1;1;0;1;1;1;1
4;1;73;1;2;1;0;1;1;1;1
4;1;74;2;1;2;0;1;0;1;1
4;1;75;2;1;1;0;0;1;1;1
4;1;76;2;1;1;0;0;1;1;1
4;1;77;2;1;2;1;1;1;1;1
4;1;78;2;1;2;0;1;1;1;1
4;1;79;2;1;1;0;0;1;1;1
4;1;80;1;2;1;0;1;0;1;1
4;1;81;2;1;2;0;1;0;1;1
4;1;82;2;2;2;1;1;1;1;1
4;1;83;2;2;1;1;0;1;1;1
4;1;84;2;2;2;0;1;1;1;1
4;1;85;2;2;2;0;1;1;1;1
4;1;86;2;1;1;0;0;1;1;1
4;1;87;2;2;2;0;1;1;1;1
4;1;88;1;2;2;0;0;0;1;1
4;1;89;2;1;2;0;1;0;1;1
4;1;90;1;1;1;0;1;0;1;1
4;1;91;2;1;1;1;0;0;1;1
4;1;92;2;1;1;1;0;1;1;1
4;1;93;2;2;2;1;1;1;1;1
4;1;94;2;1;1;0;0;1;1;1
4;1;95;2;2;1;1;0;1;1;1
4;1;96;2;1;2;0;1;1;1;1
4;1;97;2;2;1;0;0;1;1;1
4;1;98;2;2;1;0;0;1;1;1
4;1;99;2;1;1;0;0;1;1;1
4;1;100;2;2;1;0;0;1;1;1
4;1;101;2;2;2;0;1;1;1;1
4;1;102;2;1;2;1;1;1;1;1
4;1;103;2;1;2;0;1;1;1;1
4;1;104;2;1;1;1;0;1;1;1
4;1;105;2;1;2;1;1;1;1;1
4;1;106;2;1;1;0;0;1;1;1
4;1;107;2;1;2;1;1;1;1;1
4;1;108;2;1;2;0;1;1;1;1
4;1;109;2;1;2;0;1;1;1;1
4;1;110;2;1;1;0;0;1;1;1
4;1;111;2;1;1;0;0;1;1;1
4;1;112;2;2;2;1;1;1;1;1
4;1;113;1;1;2;0;0;0;1;1
4;1;114;2;2;1;1;0;0;1;1
4;1;115;2;2;2;0;1;1;1;1
4;1;116;2;2;1;0;0;1;1;1
4;1;117;2;1;2;0;1;1;1;1
4;1;118;2;2;2;0;1;1;1;1
4;1;119;2;1;1;0;0;1;1;1
4;1;120;2;1;2;1;1;1;1;1
4;1;121;2;1;1;1;0;1;1;1
4;1;122;2;1;2;0;1;1;1;1
4;1;123;2;2;2;1;1;1;1;1
4;1;124;2;2;2;1;1;1;1;1
4;1;125;2;2;2;0;1;1;1;1
5;1;1;1;2;1;1;1;0;1;1
5;1;2;1;2;1;0;1;1;1;1
5;1;3;1;2;1;0;1;1;1;1
5;1;4;2;1;2;1;1;0;1;1
5;1;5;2;2;1;0;0;1;1;1
5;1;6;1;1;1;1;1;0;1;1
5;1;7;1;1;1;0;1;1;1;1
5;1;8;1;2;1;0;1;1;1;1
5;1;9;2;2;1;1;0;0;1;1
5;1;10;2;2;1;0;0;1;1;1
5;1;11;2;2;2;0;1;1;1;1
5;1;12;1;2;1;0;1;0;1;1
5;1;13;1;2;1;0;1;1;1;1
5;1;14;2;2;2;1;1;0;1;1
5;1;15;2;2;1;0;0;1;1;1
5;1;16;2;2;2;1;1;1;1;1
5;1;17;-1;-1;-1;0;-1;0;1;1
5;1;18;2;2;2;0;1;0;1;1
5;1;19;1;2;2;0;0;0;1;1
5;1;20;1;1;2;1;0;1;1;1
5;1;21;1;1;1;0;1;1;1;1
5;1;22;1;1;2;1;0;1;1;1
5;1;23;1;2;1;1;1;1;1;1
5;1;24;1;2;1;0;1;1;1;1
5;1;25;1;1;1;1;1;1;1;1
5;1;26;1;1;1;0;1;1;1;1
5;1;27;2;1;2;0;1;0;1;1
5;1;28;1;1;1;0;1;0;1;1
5;1;29;1;1;2;1;0;1;1;1
5;1;30;1;2;1;0;1;1;1;1
5;1;31;1;1;1;1;1;1;1;1
5;1;32;2;1;2;0;1;0;1;1
5;1;33;2;1;1;0;0;1;1;1
5;1;34;2;2;2;0;1;1;1;1
5;1;35;2;2;1;0;0;1;1;1
5;1;36;1;1;1;0;1;0;1;1
5;1;37;2;1;2;0;1;0;1;1
5;1;38;1;1;2;0;0;0;1;1
5;1;39;1;1;1;0;1;1;1;1
5;1;40;2;1;1;0;0;0;1;1
5;1;41;2;1;2;1;1;1;1;1
5;1;42;2;1;2;1;1;1;1;1
5;1;43;2;1;1;0;0;1;1;1
5;1;44;2;1;2;1;1;1;1;1
5;1;45;2;-1;2;0;1;1;1;1
5;1;46;2;1;2;0;1;1;1;1
5;1;47;2;1;2;1;1;1;1;1
5;1;48;2;1;1;0;0;1;1;1
5;1;49;2;1;2;1;1;1;1;1
5;1;50;2;2;2;0;1;1;1;1
5;1;51;2;2;2;1;1;1;1;1
5;1;52;2;2;2;1;1;1;1;1
5;1;53;2;2;2;1;1;1;1;1
5;1;54;2;1;2;1;1;1;1;1
5;1;55;2;1;2;1;1;1;1;1
5;1;56;2;1;2;1;1;1;1;1
5;1;57;2;2;1;1;0;1;1;1
5;1;58;2;2;2;1;1;1;1;1
5;1;59;2;2;1;0;0;1;1;1
5;1;60;2;1;1;0;0;1;1;1
5;1;61;2;2;1;1;0;1;1;1
5;1;62;2;1;1;1;0;1;1;1
5;1;63;2;1;1;1;0;1;1;1
5;1;64;2;2;2;0;1;1;1;1
5;1;65;1;1;1;0;1;0;1;1
5;1;66;2;2;2;0;1;0;1;1
5;1;67;1;2;1;0;1;0;1;1
5;1;68;1;1;1;1;1;1;1;1
5;1;69;2;1;2;1;1;0;1;1
5;1;70;2;2;2;0;1;1;1;1
5;1;71;2;1;2;0;1;1;1;1
5;1;72;2;1;2;1;1;1;1;1
5;1;73;2;2;2;0;1;1;1;1
5;1;74;2;1;1;1;0;1;1;1
5;1;75;2;2;1;1;0;1;1;1
5;1;76;2;1;1;1;0;1;1;1
5;1;77;2;1;2;1;1;1;1;1
5;1;78;2;1;2;0;1;1;1;1
5;1;79;2;1;2;1;1;1;1;1
5;1;80;2;1;2;1;1;1;1;1
5;1;81;2;2;2;1;1;1;1;1
5;1;82;2;1;2;1;1;1;1;1
5;1;83;2;2;1;0;0;1;1;1
5;1;84;2;2;2;1;1;1;1;1
5;1;85;2;2;2;1;1;1;1;1
5;1;86;2;2;2;1;1;1;1;1
5;1;87;2;2;2;0;1;1;1;1
5;1;88;2;1;1;1;0;1;1;1
5;1;89;2;1;1;0;0;1;1;1
5;1;90;2;2;1;1;0;1;1;1
5;1;91;2;1;2;0;1;1;1;1
5;1;92;2;2;2;0;1;1;1;1
5;1;93;2;1;1;0;0;1;1;1
5;1;94;2;1;2;0;1;1;1;1
5;1;95;2;1;2;1;1;1;1;1
5;1;96;1;2;2;1;0;0;1;1
5;1;97;2;1;1;1;0;0;1;1
5;1;98;2;2;2;1;1;1;1;1
5;1;99;2;2;2;0;1;1;1;1
5;1;100;2;2;2;0;1;1;1;1
5;1;101;2;1;2;1;1;1;1;1
5;1;102;2;2;2;0;1;1;1;1
5;1;103;2;2;2;1;1;1;1;1
5;1;104;2;2;2;0;1;1;1;1
5;1;105;2;1;2;1;1;1;1;1
5;1;106;2;1;1;1;0;1;1;1
5;1;107;2;1;2;1;1;1;1;1
5;1;108;2;1;1;1;0;1;1;1
5;1;109;2;2;2;1;1;1;1;1
5;1;110;2;2;2;0;1;1;1;1
5;1;111;2;2;2;1;1;1;1;1
5;1;112;2;2;2;1;1;1;1;1
5;1;113;2;2;1;0;0;1;1;1
5;1;114;2;2;2;0;1;1;1;1
5;1;115;1;2;1;1;1;0;1;1
5;1;116;1;2;1;0;1;1;1;1
5;1;117;1;2;2;1;0;1;1;1
5;1;118;1;2;2;0;0;1;1;1
5;1;119;1;1;2;1;0;1;1;1
5;1;120;1;2;2;0;0;1;1;1
5;1;121;2;2;1;1;0;0;1;1
5;1;122;2;1;1;1;0;1;1;1
5;1;123;2;2;2;0;1;1;1;1
5;1;124;2;1;2;0;1;1;1;1
5;1;125;2;1;2;0;1;1;1;1
6;1;1;1;1;1;0;1;0;1;1
6;1;2;2;1;2;0;1;0;1;1
6;1;3;1;2;1;0;1;0;1;1
6;1;4;1;2;1;0;1;1;1;1
6;1;5;2;1;2;0;1;0;1;1
