id;inverse_temperature_1;reward_learning_rate_1;eligibility_trace_decay;mixing_weight_working_memory;choice_stickiness;reward_learning_rate_2;inverse_temperature_2;a_para
1;0.990094916103324;0.906067846110558;0.715218934181264;0.286613944055076;-0.113307948869369;0.0302782457971018;4.99999674404792;0.985345432129012
2;3.56574671348047;0.206839352089151;0.910561803972003;0.195359206252252;0.287817128600144;0.133765309860711;2.63375282596199;0.330209258365743
3;2.23139791250888;0.887373542267075;0.218776300512314;0.111073782376995;0.937800668824457;0.508313313809473;4.74292192264773;0.847938017519645
4;4.99999973853952;0.976017401702373;0.310207803590845;0.577875035894222;0.391977130487477;0.824274689730086;4.92261940658034;0.630040381966311
5;4.99999705204142;0.604937040540831;0.0138050617984204;0.330170501056263;0.155955616919701;0.272750309813468;4.99999968465482;0.40759438090997
6;4.99999983736835;0.226983189516352;0.962031332826022;0.441454475723577;0.223137607164053;0.117256997398793;4.99999982726286;0.700197119744135
7;1.19010900382408;0.266592876619151;0.53769445226598;0.226508795141553;-0.0982849667577891;0.511089433324358;2.97327948022163;0.448842287580989
8;0.777410671690547;0.944778463167993;0.888420671126697;0.493741497679202;0.148559908932636;0.410766113787811;3.87396535088459;0.680695760205863
9;4.99999953985288;0.03951466510673;0.951827671870274;0.0231146812379975;0.0503322073995179;0.0488679155308117;3.31644043568555;0.545809357945059
10;4.99999994692172;0.0741476033177132;0.707706870709816;0.23879803601378;0.157674864258205;0.926023395143532;1.4914995999053;0.229590884992993
11;1.64956402725074;0.961431705498368;0.458200065778038;0.198758434337795;-0.0240264175830099;0.335492578693642;3.5699311154549;0.814635842728419
12;0.847241095676544;0.330672796436757;0.914729468649375;0.117328496118344;0.185502873736872;0.919636542676463;0.641445088464604;0.636911506018789
13;3.28185191884915;0.0645997991285482;0.0652552575710146;0.241085186520437;-0.0855488552942726;0.417679253190628;1.22493868689605;0.890825752301115
14;0.317092034359043;0.0388358673107623;0.224561347151696;0.0437383186779302;-0.168507201361672;0.0558769308209712;2.63415549634273;0.246218369814569
15;0.832087727675006;0.528195818605875;0.742537641474688;0.563503568161377;0.00522072237841204;0.886188958544158;2.37039495227086;0.34256755936077
16;4.99999898642143;0.0254012789714166;0.457292025592525;0.47343487697851;0.160277891397942;0.365999947262345;4.60731975443943;0.7827222598746
17;0.830863456945281;0.886719813775488;0.791905440101698;0.120690609758351;0.278836901695827;0.110371999252586;4.99999886930345;0.913279970414824
18;2.39613841057813;0.380626011256513;0.561645390443755;0.24400095147317;0.00755423202282628;0.110594090108549;2.56386547490191;0.929344785583462
19;4.99999926352084;0.507521407090969;0.608309258463419;0.521298980268863;0.251496546391601;0.56918509722305;4.90385685000263;0.459095411079006
20;4.9999968172709;0.540068981035114;0.821275970799596;0.2287166697797;0.129630434512675;0.414985494938628;4.72879660897799;0.496943857236636
21;4.99995481992769;0.130409085832942;0.893964066894484;0.199155117167301;0.0644855698918004;0.865651939717187;2.06385832759208;0.251620076564132
22;4.99999197683258;0.632807081504052;0.55688180313314;0.279825522319657;0.134749383443702;0.192369066983784;2.9321339967408;0.402572963425061
23;4.99999910470175;0.944004947576218;0.54266690353615;0.342408235365334;0.537242395152095;0.79711362251638;2.74444561063463;0.900408926461921
24;4.99999992845392;0.290333447626575;0.124946417782326;0.181840630223659;0.293098040543937;0.647497742705004;4.99999986959276;0.320005344597757
25;3.6733512585153;0.455954230491964;0.87694026964234;0.536521601528149;0.324054007172271;0.294537590969781;3.49083055329213;0.564591568693199
26;3.51820675127049;0.744667392400837;0.902401232687283;0.49171059369697;0.14946114442106;0.21057258383606;4.99999984782252;0.754715355214196
27;3.20746526163657;0.306425087668516;0.0100436498405334;0.198112116293408;-0.0947571694733278;0.21245738882858;0.373845200651894;0.899428977452856
28;1.16460135121248;0.333427157232516;0.612842425666577;0.0668897574589263;0.567905565526647;0.949134383550371;0.789934943318644;0.661151684535346
29;4.99999873869185;0.965666841131713;0.482633762060962;0.601208677818416;0.373666989559888;0.439117623485453;3.16320616721646;0.880050317616639
