id;inverse_temperature_1;reward_learning_rate_1;eligibility_trace_decay;mixing_weight_working_memory;choice_stickiness;reward_learning_rate_2;inverse_temperature_2
1;1.16893344601307;0.881924862798925;0.575894555012541;0.0969133846426523;-0.12325088527047;0.534189086126536;2.44686864035025
2;3.51051631774886;0.207982074989063;0.932948306033169;0.214982943389466;0.302439848071229;0.142049023408595;3.22904188182025
3;2.75052767476099;0.901639740606265;0.220184829728902;0.355148272523245;0.766694844083313;0.532574913850351;4.78663568139802
4;4.99999968776194;0.972677154459671;0.315539908363294;0.20180949022442;0.318726241841784;0.815978129059424;3.80187513254225
5;4.99999968219339;0.895161943009716;0.0126992138543352;0.676592008537774;0.16870382596672;0.265944845761144;4.99999980721888
6;4.99999995319143;0.243317251321951;0.931735292359486;0.519727605899915;0.225405695478592;0.23528420544169;4.99999997309692
7;1.4729596257619;0.25387405928473;0.46208242622356;0.265116759519471;-0.0830558411389108;0.510430398892364;2.87485826684785
8;0.786771994201694;0.947747656211568;0.914042680256252;0.530820086363435;0.158675594095777;0.473711294943303;4.05054334232072
9;4.99999953698935;0.0398918476713176;0.949639032150969;0.0212564634386541;0.0495088984855396;0.0512941662626859;3.24013929431946
10;4.99999866188117;0.0933765309079521;0.794218647087316;0.00978402027772316;0.125296372742442;0.923700473985949;1.29954791171402
11;1.70647811380217;0.953131348536412;0.430105776387121;0.0540142430361138;-0.0369179165822337;0.359151239600162;3.44581340489614
12;1.1801489681939;0.368911891190047;0.880729624739484;0.616180972446344;0.14020284341696;0.901057626613723;0.641431039564501
13;4.65883266751503;0.0669970541932766;0.0696080078640981;0.573744041751263;-0.0584801454149609;0.644297103629572;1.03925239103048
14;0.194090881785416;0.399041184840618;0.282857257618661;0.747830579867077;-0.205932174936289;0.0582941064941283;2.63586199320023
15;1.0242028551368;0.453922901993862;0.624072291476062;0.19271533277391;-0.00600594040787396;0.710762736782948;2.17689861817569
16;4.99999838676522;0.0236262161557828;0.603631309954283;0.414957825154738;0.15926257016866;0.579387169765709;3.51858828009362
17;0.962150024206626;0.897570354314923;0.819055400195733;0.267787239616191;0.244479589348298;0.119686835975864;4.99999968077255
18;4.49360520206455;0.389198169031201;0.693123644231282;0.704809103912791;0.000700679711673314;0.14680403808777;2.39751745882032
19;4.99999847066005;0.475949218818318;0.569769746320583;0.339340901964228;0.241762268767909;0.570148795318972;3.63954580536881
20;4.99999436850857;0.53765357305135;0.811863204445668;0.224146412249475;0.14153661818022;0.511476648693395;4.42003582788118
21;4.7445839211028;0.133958153681487;0.885288146305399;0.06259562587782;0.0715469782919953;0.841471035821204;2.07528366304664
22;4.99966996941241;0.688812187187995;0.542518650890411;0.306397613342502;0.142382068025892;0.19729495350397;2.83936950472742
23;4.99999977937951;0.940528100132578;0.539441540201289;0.373504051539561;0.530583627357385;0.806418471064059;2.64193520283331
24;4.99999968087992;0.299096141908625;0.199181963691116;0.0219485169885561;0.270903837837068;0.627887283695724;4.99999940868861
25;4.99999941438569;0.494694897423299;0.813986891560602;0.666338264784335;0.2511585885181;0.440776116379272;3.52284590368565
26;2.93110568189512;0.775641863672975;0.965204133668916;0.44561245067942;0.196243743197061;0.551199179846377;4.99999936338693
27;2.7345098854575;0.297906813574001;0.0116682240686848;0.0621881871935606;-0.102440753082006;0.219928892528169;0.17988373616626
28;1.48414992522137;0.356992338008537;0.575314637453584;0.461305586129075;0.45306840754532;0.937335001350586;0.786529777767268
29;4.99999976927561;0.954128013435023;0.664417740818707;0.746248665954398;0.364096951451917;0.613202060328536;2.91872148304034
30;4.90937340989192;0.365661529458681;0.862608366162089;0.561071195892243;0.302528045534964;0.879900705878224;3.83895833388101
31;4.99999918815985;0.888528499813972;0.494543017591185;0.372748007176141;0.166891470362464;0.684644007936318;4.99999982272152
32;3.87117475658771;0.630513835090442;0.683120244391049;0.719168578090883;0.422069279951899;0.591250881810989;4.85627965763933
33;4.99999841659512;0.0368817359203678;0.113817511999888;0.309835606361923;0.217836258981268;0.437349777281178;4.99999734302774
34;1.23677148311016;0.908518179664896;0.0970514439631945;0.73685774540665;0.0655088486862007;0.603070703624825;0.638988153659344
35;4.99999350607853;0.305916233906153;0.699665107945601;0.794665588191965;0.355816108294854;0.361696939627698;3.41593676688853
