inverse_temperature_true;reward_learning_rate_true;eligibility_trace_decay_true;transition_learning_rate_true;mixing_weight_low_stable_true;mixing_weight_high_stable_true;mixing_weight_low_variable_true;mixing_weight_high_variable_true;fai_decay_wm_true;choice_stickiness_true;response_stickiness_true;inverse_temperature_estimated;reward_learning_rate_estimated;eligibility_trace_decay_estimated;transition_learning_rate_estimated;mixing_weight_low_stable_estimated;mixing_weight_high_stable_estimated;mixing_weight_low_variable_estimated;mixing_weight_high_variable_estimated;fai_decay_wm_estimated;choice_stickiness_estimated;response_stickiness_estimated
1.62944737278636;0.905791937075619;0.126986816293506;0.913375856139019;0.63235924622541;0.0975404049994095;0.278498218867048;0.546881519204984;0.957506835434298;0.464888535199277;-0.342386918322452;0.353145193412674;0.944081062504373;0.309400673498505;0.0124873962796646;0.423418735300607;0.578509907304703;0.363117258413053;0.472478793940957;0.976076022435713;2.07303731503172;-0.17418194131097
0.86330234049744;0.015487125636019;0.984063724379154;0.167168409914656;0.106216344928664;0.372409740055537;0.198118402542975;0.489687638016024;0.339493413390758;0.451630464777727;0.420332039836564;0.127402956455503;0.463329219270451;0.598986581151071;0.41260613722165;0.999607004046751;0.684961601873843;0.668812735667262;0.226115176546305;0.487414636018141;-0.445013017584815;-0.892620196264661
1.70599631068163;0.873927405861733;0.270294332292698;0.208461358751314;0.564979570738201;0.640311825162758;0.417028951642886;0.205975515532243;0.947933121293169;-0.417928792902274;-0.394290573418279;0.22417625099232;0.915816700364605;0.557387303700768;0.577745256657379;0.00274538481598369;0.696342069868844;0.974327727271813;0.192396027684167;0.0489402215868055;-1.14257547592342;-2.24350890534991
1.70452778068769;0.505636617571756;0.635661388861377;0.950894415378135;0.44396415501881;0.060018819779476;0.866749896999319;0.631188734269011;0.355073651878849;0.497003271606648;-0.275828501016873;0.872728420234995;0.944883371220346;0.618204662351773;0.72225347789908;0.0719835095342224;0.664022166213129;0.115698092438606;0.158116473063767;0.0336812994387167;1.51578709997546;0.458122903042752
1.7649726148006;0.284950218024821;0.673225986452258;0.664279904418051;0.122814993899526;0.407318423056813;0.27528695131569;0.716669740639142;0.283384381628936;0.396198856849495;0.32657889231356;0.996782017858854;0.42090524411192;0.791425735482875;0.139303925233657;0.143221738926613;0.145495158945115;0.00150536997107609;0.488119528474698;0.0478548641510994;-0.859492551254599;0.589214403257163
1.0119989117811;0.278875611145231;0.746617221828201;0.23693038411287;0.957345281619123;0.620260036077771;0.600262145507628;0.172604501647669;0.0903467381432246;-0.244737797356411;0.35857053125921;0.391438338918778;0.102534305983578;0.170609537094491;0.319792246227566;0.649673200538074;0.0412164021692681;0.47193792055639;0.347995699564082;0.781125419699897;0.796071795936257;0.282785105828022
1.785666638636;0.356503617127004;0.546401892991887;0.346681751254949;0.62280279065913;0.796624685308396;0.74587490154065;0.12553623135482;0.82239400675902;-0.474849498571498;-0.0855711190759684;0.283639038239143;0.556857401578626;0.848629470458328;0.461384371808902;0.460563612309912;0.886351505627985;0.00453638662781356;0.0979283104746799;0.922892410686898;-0.971853133621754;-2.39497618759901
1.50907327943259;0.558118051358972;0.427792595548456;0.2671940572742;0.753736074133061;0.898376325005631;0.728444033957786;0.406830134654488;0.938315840253697;-0.244572545062197;0.0331632406088226;0.6141166798419;0.268509240024552;0.590588583784885;0.0407904754086712;0.6808060887749;0.765202660265712;0.0374203292777521;8.88678419951595e-06;0.793027238974046;-0.228495293273985;-0.178933801019936
0.341806470498957;0.399263314281429;0.697649568457898;0.203676437129015;0.66632648848951;0.443066089408273;0.433295265575696;0.175239442394595;0.19320231176039;0.116421331646761;-0.230989392126613;0.0516450139723546;0.949968918621588;0.0805818791336712;0.676609872472229;0.587265993830494;0.996058262556895;0.143669735692918;0.967741056722341;0.331404155073314;0.457742495796125;-0.273902444224032
1.89201789016812;0.0915581428748301;0.908438370578178;0.509953037053204;0.614903565140055;0.31607120088596;0.0774874815154217;0.850614066003707;0.144526906948512;-0.129514207345988;0.122391433081251;0.23693588582663;0.134529376769653;0.365765035811283;0.0868113778236693;0.672612257343174;0.521721060742066;0.421543357047835;0.589317831057595;0.372285632823454;1.55708155126236;-0.578231413841469
